Item_Name,SKU,GMV,Units_Sold,Orders,Offer_Pageviews,Offer_Conversion,Item_id,Base_Item_Id,Item_Pageviews,Item_Conversion,Auth_Sales,Cancelled_Sales,Refund_Sales,Department,Brand,Listing_Quality_Score,GMV_Minus_Commission,AUR,Cancelled_Units,Item_Condition
"Pre-Owned Dell Optiplex 3020 Desktop Tower Computer, Intel Core i3, 8GB RAM, 1TB HD, DVD-ROM, Windows 11 Pro 64Bit, Black with (Monitor Not Included)",ZD4-0I79-V74,145.10,1,1,1,100.0,444470053,444470053,1,100.0,145.10,0.00,0.00,TABLETS,Dell,100.0,136.39,145.10000000000000000,0,Pre-Owned: Good
"Dell Optiplex 790 Tower Computer PC, 3.20 GHz Intel i5 Quad Core Gen 2, 8GB DDR3 RAM, 500GB SATA Hard Drive, Windows 10 Professional 64bit",WI1-9V68-A71,149.34,1,1,1,100.0,619543639,619543639,6,16.666666666666664,149.34,0.00,0.00,COMPUTING,Dell,100.0,140.38,149.34000000000000000,0,New
"Windows 11 Pro Dell OptiPlex 9020 Desktop Computer, Intel Core i5 i5-4590 Quad-core (4 Core) 3.30 GHz, 8GB RAM DDR3 SDRAM, 500GB HDD, Small Form Factor, Black, Gray with 19"" LCD Monitor",OH2-1X16-O20,11084.31,70,100,4325,2.3815028901734103,884308220,884308220,7940,1.6624685138539042,16223.94,485.70,4653.93,COMPUTING,Dell,34.361307303110756,10418.57,159.05823529410000000,3,New
Pre-Owned Used Fast HP 8200 Desktop Computer Tower PC Intel Quad-Core i3 3.2GHz Processor 16GB RAM 500GB Hard Drive Windows 11 Pro with a (Monitor Not Included) Keyboard and Mouse,NM3-0W64-R90,0.00,0,0,0,"",646595850,646595850,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Pre-Owned: Good
"Restored Dell Micro Desktop Computer OptiPlex 3020 Intel Core i5 Processor 8GB Memory 500GB HDD Wi-fi 17"" LCD Monitor - PC Windows 10 (Refurbished)",92G-7KS-J63,0.00,0,0,4,0.0,552306134,552306134,52,1.9230769230769231,0.00,0.00,0.00,TABLETS,Dell,60.106916427612305,0.00,"",0,Restored: Like New
"Restored HP G1 Desktop Computer Core i5 Processor 3.2GHz 16GB RAM 256GB SSD Dual 19"" LCD Windows 10 Pro (Refurbished)",Z7Q-QQE-8AX4,598.36,4,8,215,4.186046511627907,1395539987,1395539987,1125,2.0444444444444447,1196.72,0.00,598.36,TABLETS,HP,0.0,562.44,149.59000000000000000,0,Restored: Like New
"Restored Dell 390 Desktop Computer with Intel Core i3 Processor, 8GB Memory, 500GB HD and Windows 10 PC (Refurbished)",00825633324718,0.00,0,1,8,12.5,44197989,44197989,11,9.090909090909092,102.86,0.00,102.86,TABLETS,Dell,33.333333333333336,0.00,102.86000000000000000,0,Restored: Like New
"Restored Dell Optiplex Dual Monitor Desktop Computer with Intel 2.13GHz Processor 4GB RAM 250GB HD 300Mps Wifi DVD Windows 10 and 2x 17"" LCD Monitor's PC with (Refurbished)",00671983587613,0.00,0,0,0,"",998014707,998014707,0,"",0.00,0.00,0.00,TABLETS,Dell,0.0,0.00,"",0,Restored: Like New
"Restored Dell Optiplex 7020 Desktop Computer, Intel Core I5, 16GB RAM 1TB HDD Windows 10 Professional, Includes 19 in LCD Monitor, USB Keyboard and Mouse (Refurbished)",EK6-2G37-F50,0.00,0,0,0,"",438095080,438095080,11,0.0,0.00,0.00,0.00,TABLETS,Dell,100.0,0.00,"",0,Restored: Like New
"Restored Dell OptiPlex 7010 Tower Desktop PC with Intel Core i5-3450 Processor, 8GB Memory, 500GB Hard Drive and Windows 11 Pro (Monitor Not Included) (Refurbished)",HP6-2F29-A95,0.00,0,1,0,"",298437891,298437891,0,"",157.87,0.00,157.87,TABLETS,Dell,50.0,0.00,157.87000000000000000,0,Restored: Like New
Pre-Owned HP 8200 Desktop Computer Tower PC Win 11 pro Intel Quad-Core i5 3.2GHz Processor 8GB RAM 1TB Hard Drive (Monitor Not Included) Keyboard and Mouse,F7O-OJY-2ZS,158.90,1,1,1,0.0,885032249,885032249,3,33.33333333333333,158.90,0.00,0.00,TABLETS,HP,16.836721420288086,149.37,158.90000000000000000,0,Pre-Owned: Like New
"Restored Dell 17"" LCD Monitor (Mixed Black) (Refurbished)",ZOM-KFT-NK4,149.44,2,3,3,100.0,54276992,54276992,8,37.5,298.88,74.72,74.72,COMPUTER MONITORS,Dell,40.0,137.48,74.72000000000000000,1,Restored: Like New
"Pre-Owned Used Dell OptiPlex 3010-SFF Desktop PC with Intel Core i3-3220 Processor, 8GB Memory, 500GB Hard Drive and Windows 11 Pro (Monitor Not Included)",TE1-8C45-B12,3283.00,28,44,259,11.96911196911197,188353673,188353673,501,8.982035928143713,5510.75,234.50,1993.25,TABLETS,Dell,57.08456016540527,3078.84,117.25000000000000000,2,Pre-Owned: Good
"Pre-Owned ""DELL Optiplex 9020 Tower Computer PC, Intel Quad-Core i5, 500GB HDD, 8GB DDR3 RAM, Windows 10 Home, DVD, WIFI, USB Keyboard and Mouse """,O15S-4DS6-IQC2X,0.00,0,1,1,100.0,460706662,460706662,2,50.0,105.00,0.00,105.00,TABLETS,Dell,33.333333333333336,0.00,105.00000000000000000,0,Pre-Owned: Good
"Restored Dell Optiplex 3010 Desktop Computer Intel Core i5 3470 8GB RAM 1TB DVD Windows 10 Home PC, Free keyboard and Mouse, WiFi Adapter, Black (Refurbished)",H0V-3IZ-F8K,0.00,0,0,0,"",174093497,174093497,5,0.0,0.00,0.00,0.00,TABLETS,Dell,24.935710233800553,0.00,"",0,Restored: Like New
Dell OptiPlex 7010 Desktop Computer Tower Intel Core i3 16GB Memory 2TB HDD DVD-RW Wi-Fi (Monitor Not Included) with 16GB Flash Drive-Used Windows 11 PC,UA6-BH2K-ZGL,1441.08,9,7,30,23.333333333333332,983805300,983805300,47,14.893617021276595,1601.20,160.12,0.00,TABLETS,Dell,32.87985399034288,1354.60,160.12000000000000000,1,New
Dell OptiPlex 7010 Desktop Computer Bundle Windows 11 Intel core i5 3.2GHz Processor 8GB RAM 2TB Hard Drive DVD 300 Mps Wifi with Dual Monitor Not Included's Keyboard and Mouse-Used Computer,IUT-ZO62-HTW,164.86,1,1,2,50.0,971819645,971819645,3,33.33333333333333,164.86,0.00,0.00,TABLETS,Dell,0.0,154.97,164.86000000000000000,0,New
"Windows 10 Pro Dell OptiPlex 7010 Desktop Computer, Intel Core i5 i5-4590 Quad-core (4 Core) 3.30 GHz, 8GB RAM DDR3 SDRAM, 1TB HDD, Small Form Factor, Black, Gray",HO6-9O11-E75,0.00,0,1,2,50.0,361383785,361383785,2,50.0,139.90,0.00,139.90,COMPUTING,Dell,6.451567649841309,0.00,139.90000000000000000,0,New
"Restored Dell OptiPlex 7010 Ultra Small Space Saving PC Desktop Computer, Intel i5, 8GB RAM 500GB HDD, Windows 10 Pro, 24"" LCD Monitor, New 16GB Flash Drive, Wireless Keyboard & Mouse, DVD, WiFi (Refurbished)",HPT-S7V-JWE,0.00,0,0,0,"",324724226,324724226,1,0.0,0.00,0.00,0.00,TABLETS,Dell,39.14658702503551,0.00,"",0,Restored: Like New
"Restored HP Business Desktop Computer Core i5 Processor up to 16GB Memory 2TB Hard Drive 512GB SSD 24"" LCD Monitor DVD Wi-Fi Windows 10 Pro PC (Refurbished)",SRQ-Q4Q-4QYI,0.00,0,2,0,"",1867532126,1867532126,48,4.166666666666666,418.00,0.00,418.00,TABLETS,HP,8.163278579711914,0.00,209.00000000000000000,0,Restored: Like New
"Restored DELL Optiplex 3010 Desktop Computer PC, Intel Quad-Core i5, 1TB HDD, 8GB DDR3 RAM, Windows 10 Home, DVD, WIFI, 22in Monitor (Refurbished)",GY2-0S24-J49,0.00,0,0,0,"",379434613,379434613,2,0.0,0.00,0.00,0.00,TABLETS,Dell,32.653114318847656,0.00,"",0,Pre-Owned: Like New
"Pre-Owned HP EliteDesk 8300 Desktop Computer PC, Intel Quad-Core i5, 500GB HDD, 16GB DDR3 RAM, Windows 10 Pro, DVW, WIFI (Refurbished: Like New)",CYH-F3-C1C,218.68,1,1,4,25.0,2352410397,2352410397,6,16.666666666666664,218.68,0.00,0.00,TABLETS,HP,0.0,205.56,218.68000000000000000,0,New
"Restored HP EliteDesk 800 G1 Mini Desktop, Intel Quad-Core i5-4590T Upto 3.0GHz, 8GB RAM, 128GB SSD, DisplayPort, VGA, LAN, Wi-Fi, Bluetooth, Windows 10 Pro (Refurbished)",LZY-2EL-18S,0.00,0,0,0,"",217835615,217835615,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Restored: Like New
"",5A5-5LM-O5UO,0.00,0,0,0,"",2268354574,"",0,"",0.00,0.00,0.00,TABLETS,Lenovo,0.0,0.00,"",0,Pre-Owned: Good
"Dell OptiPlex 3020 Ultra Small Form Desktop Computer PC, 3.20 GHz Intel i5 Quad Core , 16GB DDR3 RAM, 500GB HDD Hard Drive, Windows 11 Professional 64Bit (Monitor Not Included)",YMW-CQEA-QIB,324.22,2,2,2,100.0,565584789,565584789,3,66.66666666666666,324.22,0.00,0.00,COMPUTING,Dell,100.0,304.76,162.11000000000000000,0,New
"Restored Dell 9010 Optiplex Desktop Computer Intel Core I5 3.4GHz 16GB RAM 750GB HDD Windows 10 Professional Includes Bluetooth,WIFI,19in LCD and Keyboard and Mouse 1 (Refurbished)",QBY-W1S-OAS,0.00,0,0,1,0.0,216668931,216668931,1,0.0,0.00,0.00,0.00,TABLETS,Dell,66.32655715942383,0.00,"",0,Restored: Like New
"Restored Dell OptiPlex Desktop Computer PC with RGB Panel, Intel i5 Quad-Core 6th Gen. Processor, 16GB Ram, 256GB SSD, BTO RGB Gaming Keyboard & Mouse, WiFi, Windows 10 Pro (Refurbished)",L4MD-FTOE-VGH0L,279.94,2,2,19,10.526315789473683,3024652655,3024652655,112,2.6785714285714284,279.94,0.00,0.00,TABLETS,Dell,0.0,263.14,139.97000000000000000,0,Restored: Like New
"Restored Dell OptiPlex 7010 Desktop PC with Intel Core i5-3470S Processor, 8GB Memory, 500GB Hard Drive and Windows 10 Pro (Monitor Not Included) (Refurbished)",FMK-FYB-AWA,0.00,0,0,0,"",52030502,52030502,0,"",0.00,0.00,0.00,TABLETS,Dell,32.653114318847656,0.00,"",0,Restored: Like New
HP Desktop Computer VGA Cable 5 FT - Limit 2,6PY-N4X40HR,0.00,0,0,0,"",924869927,924869927,0,"",0.00,0.00,0.00,COMPUTER ACCESSORIES,Generic,0.0,0.00,"",0,New
"Pre-Owned Lenovo M90 Desktop Computer Tower PC Intel Quad-Core i5 3.2GHz Processor 4GB RAM 750GB HDD WIN10 Pro 17"" Monitor Wi-Fi, Keyboard & Mouse",N2N-NDC-ZM1,0.00,0,0,0,"",923831789,923831789,0,"",0.00,0.00,0.00,TABLETS,Lenovo,22.44896189371745,0.00,"",0,Pre-Owned: Like New
"Pre-Owned Used Dell OptiPlex 3010-T Desktop PC with Intel Core i5 Processor, 8GB Memory, 500GB Hard Drive and Windows 11 Pro (Monitor Not Included)",RG6-0X18-U80,0.00,0,0,0,"",572315783,572315783,1,0.0,0.00,0.00,0.00,TABLETS,Dell,66.32655715942383,0.00,"",0,Pre-Owned: Good
"Lenovo WIFI Windows 10 Pro for Fortnite Gaming Computer PC, Intel Core i5, 16GB, 128GB SSD, 1TB",ML7-0U54-T13,0.00,0,0,0,"",664061267,664061267,0,"",0.00,0.00,0.00,COMPUTER MONITORS,Lenovo,100.0,0.00,"",0,New
"Restored Dell Optiplex Dual Monitor Desktop Computer Bundle Core i5 3.1GHz 4GB 250GB with 2x 22"" LCD Monitors and Windows 10 (Refurbished)",JV4-9Y89-F95,146.56,1,1,8,12.5,387220945,387220945,69,1.4492753623188406,146.56,0.00,0.00,TABLETS,Dell,55.1020762125651,137.77,146.56000000000000000,0,Restored: Like New
Dell Latitude 7470 Intel Core i5-6600U 2.6GHz 16GB RAM 512GB SSD Intel HD Graphics 520 Win 10 Pro,DLX-A1B-23C4,219.00,1,3,4,50.0,2577546300,2577546300,6,33.33333333333333,643.86,219.00,205.86,COMPUTING,Dell,66.66666666666667,219.00,214.62000000000000000,1,New
Pre-Owned Dell OptiPlex 7070 Desktop Computer - Intel Core i7-9700 - 8GB RAM - 1TB HDD - Tower,XAZ9-45EJ-EE46P,600.00,2,1,3,33.33333333333333,16917622361,16917622361,3,33.33333333333333,600.00,0.00,0.00,TABLETS,Dell,14.285714149475098,564.00,300.00000000000000000,0,Pre-Owned: Like New
"dell original pa-9e 240-watt laptop ac power adapter pa charger for dell precision m6400,dell precision m6500,dell precision m6600, 100% compatible part numbers:0j211h, 0j938h, 0u896k, 0y044m, 330-351",7X3P-FJP1-9QOJE,0.00,0,1,6,16.666666666666664,705934163,705934163,11,9.090909090909092,19.00,19.00,0.00,COMPUTER ACCESSORIES,Dell,0.0,0.00,19.00000000000000000,1,New
"Dell Optiplex 7010 Small Form Factor I5-3570 Quad Core 3.40Ghz 16Gb 500Gb Dvd Windows 10 Home 64 Bit Wifi 19"" Lcd",P46-WD3-P8U,124.44,1,1,3,33.33333333333333,107717966,107717966,3,33.33333333333333,124.44,0.00,0.00,TABLETS,Dell,100.0,116.97,124.44000000000000000,0,New
"Restored Dell OptiPlex 790 Desktop Computer with 22"" Monitor Intel Core i5-2400 8GB Memory 1TB (Refurbished)",CTR-X9J-AIN,237.08,2,2,0,"",482769556,482769556,1,200.0,237.08,0.00,0.00,TABLETS,Blair Tech,100.0,222.85,118.54000000000000000,0,Restored: Like New
Dell Optiplex 7010 Windows 11 Pro Desktop PC Tower Core i5 3.1GHz Processor 16GB RAM 512SSD Hard Drive DVD-RW Wifi with a (Monitor Not Included)-Used Computer,WTP-W7RE-5VD,185.52,1,1,3,33.33333333333333,227458058,227458058,3,33.33333333333333,185.52,0.00,0.00,TABLETS,Dell,0.0,174.39,185.52000000000000000,0,New
Dell OptiPlex 7010 Desktop Computer Bundle Windows 11 Core i3 Processor 16GB Memory 2TB Hard Drive DVD-RW Wi-fi with a (Monitor Not Included)-Used Computer,OZ8-X9Z3-E15,0.00,0,1,1,100.0,543303730,543303730,4,25.0,178.90,0.00,178.90,TABLETS,Dell,0.0,0.00,178.90000000000000000,0,New
"Restored Dell Optiplex Desktop Computer 3.0 GHz Core i5 Tower PC, 4GB, 250GB SSD, Windows 10 x64, 19"" Dual Monitor, USB Mouse & Keyboard (Refurbished)",ZB1-XNJ-NA5,0.00,0,0,0,"",101089804,101089804,3,0.0,0.00,0.00,0.00,TABLETS,Dell,0.0,0.00,"",0,Restored: Like New
"HP EliteDesk 8200 Desktop Computer PC, 3.20 GHz Intel i5 Dual Core Gen 1, 16GB DDR3 RAM, 2TB Hard Disk Drive (HDD) SATA Hard Drive, Windows 10 Home 64bit",LE1-76-N1F,0.00,0,0,0,"",2070691690,2070691690,0,"",0.00,0.00,0.00,COMPUTING,HP,0.0,0.00,"",0,New
"Pre-Owned ""DELL Optiplex 3040 Desktop Computer PC, Intel Quad-Core i5, 500GB HDD, 16GB DDR3 RAM, Windows 10 Home, DVD, WIFI, 19in Monitor, USB Keyboard and Mouse ( )""",X75F-HCRF-8G7FY,136.00,1,1,0,"",973876385,973876385,7,14.285714285714285,136.00,0.00,0.00,TABLETS,Dell,0.0,127.84,136.00000000000000000,0,Pre-Owned: Like New
HP 8300 Desktop Computer SFF Intel Core I5 3.20GHz 16GB RAM 1TB Windows 11 Pro with AMD Radeon Wi-Fi + Bluetooth Adapter,0SO-JR-41L,177.92,1,1,3,33.33333333333333,3638728943,3638728943,9,11.11111111111111,177.92,0.00,0.00,COMPUTING,HP,0.0,167.24,177.92000000000000000,0,New
"Pre-Owned Lenovo M92P Desktop Computer PC - Intel Quad-Core i5, 2TB HDD, 16GB DDR3 RAM, Windows 10 Pro, DVD, WIFI, 22in Monitor, RGB Keyboard and Mouse (Used )",NMG-J9-VWU,0.00,0,0,0,"",3813968899,3813968899,0,"",0.00,0.00,0.00,TABLETS,Lenovo,0.0,0.00,"",0,Pre-Owned: Like New
"HP EliteDesk 8200 Desktop Computer PC, Intel Quad-Core i7, 120GB SSD, 16GB DDR3 RAM, Windows 10 Home, DVD, WIFI, USB Keyboard and Mouse (Used )",LZV-VWW-ZUJO,0.00,0,0,0,"",901108764,901108764,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,New
"Pre-Owned DELL Optiplex 790 Desktop Computer PC, Intel Dual-Core i3, 250GB HDD, 8GB DDR3 RAM, Windows 10 Home, DVD, WIFI, USB Keyboard and Mouse (Used )",SHX-I7U-DSJ,0.00,0,0,0,"",459713960,459713960,0,"",0.00,0.00,0.00,TABLETS,Dell,100.0,0.00,"",0,Pre-Owned: Like New
Pre-Owned Windows 10 Pro 64bit Fast HP 8200 Desktop Computer Tower PC Intel Quad-Core i5 3.2GHz Processor 8GB RAM 2TB Hard Drive With Keyboard And Mouse - Used,IV5-8Y90-E84,0.00,0,0,0,"",534154304,534154304,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Pre-Owned: Like New
"Dell Optiplex 7010 Windows 7 Pro Premium Desktop PC Tower Core i3 3.1GHz Processor 8GB RAM 500GB Hard Drive DVD-RW Wifi with a 19"" LCD-Used Computer",PP6-3C74-B59,137.14,1,1,4,25.0,214638391,214638391,4,25.0,137.14,0.00,0.00,TABLETS,Dell,0.0,128.91,137.14000000000000000,0,New
"Pre-Owned DELL Optiplex 9010 Desktop Computer PC, Intel Quad-Core i5, 500GB HDD, 16GB DDR3 RAM, Windows 10 Home, DVD, WIFI, USB Keyboard and Mouse (Used )",MB7-TL4-B39,0.00,0,0,0,"",129732456,129732456,0,"",0.00,0.00,0.00,TABLETS,Dell,0.0,0.00,"",0,Pre-Owned: Like New
"Restored HP 800 G1-T Desktop PC with Intel Core i7-4770 Processor, 8GB Memory, 500GB Hard Drive and Windows 10 Pro (Monitor Not Included) (Refurbished)",FDC-CKS-9EGF,0.00,0,0,0,"",55589050,55589050,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Restored: Like New
"Restored HP G1 Desktop Computer Core i5 Processor 3.2GHz 16GB RAM 2TB HDD Dual 19"" LCD Windows 10 (Refurbished)",CL8-8LY-3EW1,150.07,1,1,0,"",1423028155,1423028155,26,7.6923076923076925,150.07,0.00,0.00,TABLETS,HP,22.44896189371745,141.07,150.07000000000000000,0,Restored: Like New
"Restored Dell OptiPlex 7010 Desktop Tower Computer, Intel Core i7, 8GB RAM, 500GB HD, DVD-ROM, Windows 10 Professional, Black (Refurbished)",RHM-M0A-45EU,118.51,1,2,3,66.66666666666666,571997151,571997151,4,50.0,260.20,0.00,141.69,TABLETS,Dell,50.0,111.40,130.10000000000000000,0,Restored: Like New
"Dell Optiplex 3020 Desktop Computer, Intel Quad-Core i5-3.6 GHz, 16 GB RAM, 512GB SSD, DVD, USB 2.0, WiFi, Windows 11 Pro (Monitor Not Included)",GVXP-952A-V2YPT,2003.19,12,13,258,5.038759689922481,658331303,658331303,776,2.448453608247423,2522.32,168.04,351.09,COMPUTING,Dell,15.384615384615385,1882.17,168.15466666670000000,1,New
"Restored Dell OptiPlex Desktop Computer PC with RGB Panel, Intel i5 Quad-Core 6th Gen. Processor, 16GB Ram, 1TB SSD, 24 inch Monitor, BTO RGB Gaming Keyboard & Mouse, WiFi, Windows 10 Pro (Refurbished)",CM3-3L7-873E,2002.52,9,14,181,5.524861878453039,3477317652,1186201931,1520,2.5,3145.97,228.69,914.76,TABLETS,Dell,3.4888243834177652,1882.39,209.73133333330000000,2,Restored: Like New
"Restored HP G1 Desktop Computer Core i5 Processor 3.2GHz 16GB RAM 2TB HDD Dual 22"" LCD Windows 10 Pro (Refurbished)",5TQ-QVN-FJ8N,0.00,0,0,0,"",1427501842,1427501842,5,0.0,0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Restored: Like New
"Restored Dell OptiPlex Windows 10 SFF Desktop Computer with an Intel i3 CPU 4GB RAM 500GB HD DVD-RW Wi-fi and a 17"" LCD Computer (Refurbished)",OE9-5X0-D0B,101.87,1,1,0,"",647327048,647327048,376,3.4574468085106385,101.87,0.00,0.00,TABLETS,Dell,0.0,95.76,101.87000000000000000,0,Restored: Like New
"Dell Optiplex 7010 Ultra Small Tiny Desktop Micro Computer PC Intel Core i5, 16GB Ram, 512GB Solid State SSD, WiFi, Bluetooth, Windows 11 Pro (Monitor Not Included)",SA4-6X77-F18,844.60,5,11,43,25.581395348837212,761207693,761207693,84,13.095238095238097,2029.00,339.80,844.60,COMPUTING,Dell,50.57636981540256,793.93,169.08333333330000000,2,New
"Restored Dell OptiPlex 390 Windows 10 Desktop PC SFF Core i3 3.1GHz Processor 8GB Memory 500GB Hard Drive DVD-RW Wi-fi with a 17"" LCD- Computer (Refurbished)",SNG-Q6O-MVS,0.00,0,0,0,"",499391050,499391050,481,1.4553014553014554,0.00,0.00,0.00,TABLETS,Dell,0.0,0.00,"",0,Restored: Like New
"Dell OptiPlex 3020 Ultra Small Form Desktop Computer PC, 3.20 GHz Intel i5 Quad Core , 16GB DDR3 RAM, 1TB HDD Hard Drive, Windows 10 Pro 64Bit (Monitor Not Included)",VYG-H8G5-8T7,159.02,1,1,1,100.0,383074014,383074014,1,100.0,159.02,0.00,0.00,COMPUTING,Dell,100.0,149.48,159.02000000000000000,0,New
"Dell 3010, 7010, 9010 SFF Core i3 16 GB RAM 500 GB HDD No Monitor Key,Mice,Wifi Windows 10 Home",5890-A9S-6BPEM,407.72,4,5,64,7.8125,1423838573,1916062636,88,5.681818181818182,509.65,0.00,101.93,TABLETS,Dell,7.1428572336832685,383.24,101.93000000000000000,0,New
LENOVO Gaming PC Desktop Core i5 16GB 512GB SSD Windows 10 For Fortnite Gaming,LC4-1W79-G28,185.08,1,1,1,100.0,447847902,447847902,1,100.0,185.08,0.00,0.00,COMPUTING,Lenovo,100.0,173.98,185.08000000000000000,0,New
"Lenovo M92P Desktop Computer PC, Intel Quad-Core i5, 4GB RAM, 500GB HDD, Black",BP3-4S75-H16,277.62,2,5,18,38.88888888888889,586021892,586021892,32,21.875,694.05,0.00,416.43,COMPUTING,Lenovo,27.32210188645583,260.96,138.81000000000000000,0,New
"HP Pro 6200 Computer PC & 19"" LCD, 3.1 Ghz Dual Core i3, 8GB DDR3 RAM 1TB Hard Drive, WiFi, Windows 10 Professional 64 Bit",W9Z-AFE-6XW,0.00,0,1,2,50.0,369573848,168021737,5,20.0,168.30,0.00,168.30,COMPUTING,HP,0.0,0.00,168.30000000000000000,0,New
"HP Pro 6200 Computer PC & 19"" LCD, 3.1 Ghz Dual Core i3, 16GB DDR3 RAM 1TB Hard Drive, WiFi, Windows 10 64 Bit",P7U-C1C-DZT,464.70,3,3,14,21.428571428571427,969440937,168021737,53,5.660377358490567,464.70,0.00,0.00,COMPUTING,HP,28.225783824920654,436.83,154.90000000000000000,0,New
"Restored Dell Optiplex Windows 10 Professional Desktop Computer Bundle Intel Core i3 Processor 4GB RAM 500GB Hard Drive DVD-RW with 19"" LCD Wifi Keyboard and Mouse (Refurbished)",EMS-COK-YRX,115.31,1,1,0,"",212035116,212035116,73,2.73972602739726,115.31,0.00,0.00,TABLETS,Dell,26.947126116071427,108.39,115.31000000000000000,0,Restored: Like New
Lenovo Core i5 16GB 128GB SSD+1TB WIFI WIN10 For Fortnite Gaming Computer PC,YO9-5G42-I10,194.49,1,2,3,66.66666666666666,751065041,751065041,13,15.384615384615385,388.98,0.00,194.49,COMPUTING,Lenovo,54.79507191975912,182.82,194.49000000000000000,0,New
"Dell OptiPlex 3020 Desktop Computer Intel Core i3, 16GB, 512SSD, Black",EBC-WIJ4-NVP,453.15,3,4,10,30.0,843765096,843765096,23,17.391304347826086,599.78,0.00,146.63,COMPUTING,Dell,71.42857142857143,425.96,149.94500000000000000,0,New
"2018 Certified Used Lenovo M90P TW, Intel Core I7-860 2.8GHz, 8GB DDR3, Brand New 120GB SSD + 2TB HDD, DVD, WIFI, Bluetooth 4.0, HDMI, VGA, DisPlay Port, Windows 10 Pro 64 Bit(English/Spanish)",IMK-Z5P-HK6,0.00,0,0,0,"",291346733,291346733,0,"",0.00,0.00,0.00,TABLETS,Lenovo,0.0,0.00,"",0,New
"Pre-Owned Fast HP 8200 Desktop Computer Tower PC Intel Quad-Core i5 3.2GHz Processor 8GB RAM 1TB Hard Drive Windows 11 Pro 64bit with a i9"" LCD Monitor Keyboard and Mouse Used",DDQ-P1N-IEP,726.75,5,6,0,"",537137459,537137459,161,3.7267080745341614,872.10,0.00,145.35,TABLETS,HP,9.977316397207755,683.15,145.35000000000000000,0,Pre-Owned: Good
"Restored Dell Optiplex Desktop Computer Bundle with an Intel Core i3 Processor 4GB RAM 1TB HD DVD-RW Wifi and a 17"" LCD Windows 10 (Refurbished)",MO9-16I-5OP,0.00,0,0,0,"",725536309,725536309,8,0.0,0.00,0.00,0.00,TABLETS,Dell,64.9174092610677,0.00,"",0,Restored: Like New
"Dell Optiplex 7010 Windows 11 Pro Desktop PC Tower Core i5 3.1GHz Processor 8GB RAM 1TB Hard Drive DVD-RW Wifi with a 19"" LCD Monitor-Used Computer",ZT9-7W79-V60,0.00,0,2,10,20.0,890248872,890248872,14,14.285714285714285,879.25,0.00,879.25,TABLETS,Dell,0.0,0.00,175.85000000000000000,0,New
"HP EliteDesk 8200 Desktop Computer PC, Intel Quad-Core i7, 512GB SSD, 16GB DDR3 RAM, Windows 10 Pro, DVD, WIFI, New 24in Monitor, RGB Keyboard and Mouse, Bluetooth Included (Used )",MXW-WAA-08V,389.80,2,3,0,"",967493217,967493217,122,2.459016393442623,584.70,0.00,194.90,TABLETS,HP,25.000000953674316,366.42,194.90000000000000000,0,Pre-Owned: Like New
"Restored DELL Optiplex 7010 Desktop Computer PC, Intel Quad-Core i5, 500GB HDD, 8GB DDR3 RAM, Windows 10 Home, DVD, WIFI, 22in Monitor, Wireless Keyboard and Mouse (Refurbished)",AW6-9Q13-P43,-131.36,-1,0,0,"",608984349,608984349,2,0.0,0.00,0.00,131.36,TABLETS,Dell,10.884371439615885,-131.36,"",0,Restored: Like New
"Pre-Owned HP EliteDesk 8100 Desktop Computer PC, Intel Dual-Core i5, 1TB HDD, 4GB DDR3 RAM, Windows 10 Pro, DVD, WIFI, 19in Monitor, USB Keyboard and Mouse, Bluetooth Included (Used )",O84-4WT-HKVD,0.00,0,0,0,"",653266581,653266581,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Pre-Owned: Like New
"Restored HP Pro Desk G1 SFF Desktop Computer Intel Core i3, 8GB Memory, 500GB HD, DVD, Wi-Fi Windows 10 Pro PC (Refurbished)",BHR-K2T-VRB,0.00,0,0,0,"",670156876,670156876,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Restored: Like New
"Restored Dell Dual Monitor Desktop Computer Intel i5 3.1GHz 8GB Memory 1TB HDD with 2x 22"" LCD Monitors DVD Wi-fi Windows 10 (Refurbished)",EIO-IOX-KX1,1108.26,7,7,18,27.77777777777778,905077891,905077891,45,13.333333333333334,1108.26,0.00,0.00,TABLETS,Dell,77.55103810628255,1041.75,158.32285714290000000,0,Restored: Like New
"Restored HP 8200 Tower, Core i5, 8GB RAM, 2TB HDD, 19"" LCD, Win11 Pro, KBMI ( (Refurbished)",XGW-WZ2-HIV,0.00,0,0,1,0.0,812519542,812519542,2,0.0,0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Restored: Good
